"flickr_id","mos"
"8953002659","3.9000000000"
"10636855406","3.8800000000"
"12101500915","3.8800000000"
"12465909365","3.8800000000"
"4713503488","3.8800000000"
"5279319629","3.8800000000"
"8588854353","3.8800000000"
"9583034514","3.8800000000"
"5669052182","3.8798449610"
"4279268661","3.8600000000"
"4482595368","3.8600000000"
"5154464760","3.8600000000"
"5280283886","3.8600000000"
"8991258489","3.8600000000"
"9525693928","3.8600000000"
"5360605734","3.8400000000"
"5831253770","3.8400000000"
"5917982116","3.8400000000"
"6798366426","3.8400000000"
"8331955206","3.8400000000"
"9267867823","3.8400000000"
"9680817388","3.8400000000"
"9724431856","3.8400000000"
"9753414792","3.8400000000"
"4803433208","3.8235294120"
"3747645672","3.8200000000"
"4029116553","3.8200000000"
"5660712402","3.8200000000"
"6313769652","3.8200000000"
"6971190423","3.8200000000"
"8431144343","3.8200000000"
"9542585542","3.8200000000"
"9617144245","3.8200000000"
"10027007645","3.8000000000"
"3489123822","3.8000000000"
"5338017301","3.8000000000"
"6538025379","3.8000000000"
"7066660513","3.8000000000"
"7954124226","3.8000000000"
"8646141367","3.8000000000"
"8679156964","3.8000000000"
"8738388681","3.8000000000"
"9095814754","3.8000000000"
"9390723258","3.8000000000"
"9513714022","3.8000000000"
"9740517228","3.8000000000"
"8995404511","3.7982456140"
"3358799122","3.7857142860"
"4297792287","3.7800000000"
"4975471705","3.7800000000"
"5688399126","3.7800000000"
"5770178686","3.7800000000"
"6313200205","3.7800000000"
"7644822866","3.7800000000"
"9515797648","3.7800000000"
"11013388203","3.7600000000"
"11816978255","3.7600000000"
"4313579496","3.7600000000"
"6416725133","3.7600000000"
"6806699713","3.7600000000"
"7274180028","3.7600000000"
"7667993154","3.7600000000"
"8118947664","3.7600000000"
"8331282929","3.7600000000"
"10013374164","3.7400000000"
"10541657773","3.7400000000"
"5212573386","3.7400000000"
"5705527370","3.7400000000"
"7383994638","3.7400000000"
"7983610133","3.7400000000"
"8442879599","3.7400000000"
"8480588816","3.7400000000"
"8494495600","3.7400000000"
"8587384006","3.7400000000"
"9258419063","3.7400000000"
"9812351333","3.7400000000"
"12279842993","3.7200000000"
"12859019173","3.7200000000"
"3819966572","3.7200000000"
"3975461732","3.7200000000"
"4201416279","3.7200000000"
"4980230630","3.7200000000"
"6373417661","3.7200000000"
"6677269327","3.7200000000"
"6772996477","3.7200000000"
"6844033217","3.7200000000"
"8429349812","3.7200000000"
"8773297527","3.7200000000"
"9478631712","3.7063492060"
"10019485755","3.7000000000"
"10837320963","3.7000000000"
"11646665363","3.7000000000"
"4363644898","3.7000000000"
"4673672619","3.7000000000"
"4712606231","3.7000000000"
"5340069287","3.7000000000"
"5756899543","3.7000000000"
"6598948831","3.7000000000"
"7849542524","3.7000000000"
"8730797431","3.7000000000"
"8931854960","3.7000000000"
"3459410764","3.6929460580"
"10115791113","3.6800000000"
"10403478556","3.6800000000"
"12623549414","3.6800000000"
"13079468475","3.6800000000"
"4283455837","3.6800000000"
"5341444640","3.6800000000"
"5739175520","3.6800000000"
"5831807090","3.6800000000"
"6027407703","3.6800000000"
"6293871635","3.6800000000"
"6514514177","3.6800000000"
"6847647728","3.6800000000"
"6867862287","3.6800000000"
"7313643370","3.6800000000"
"8088901520","3.6800000000"
"8252040986","3.6800000000"
"8915047035","3.6800000000"
"8741017589","3.6764705880"
"3588022983","3.6600000000"
"3718963712","3.6600000000"
"4161940753","3.6600000000"
"4227960041","3.6600000000"
"5596033251","3.6600000000"
"8510251919","3.6600000000"
"8631895364","3.6600000000"
"8683385786","3.6600000000"
"8955950667","3.6600000000"
"9802042845","3.6600000000"
"10931366544","3.6400000000"
"13154058393","3.6400000000"
"3546788918","3.6400000000"
"5082292308","3.6400000000"
"5263204150","3.6400000000"
"5632758635","3.6400000000"
"7396603710","3.6400000000"
"7992241767","3.6400000000"
"8069880437","3.6400000000"
"8195185860","3.6400000000"
"8717647202","3.6400000000"
"5011231037","3.6219512200"
"3948863216","3.6200000000"
"4484771725","3.6200000000"
"5693366090","3.6200000000"
"6107338487","3.6200000000"
"6625655725","3.6200000000"
"6694553789","3.6200000000"
"6932589551","3.6200000000"
"8355599976","3.6200000000"
"12088104156","3.6000000000"
"13286356624","3.6000000000"
"3516162818","3.6000000000"
"3611217365","3.6000000000"
"3860380907","3.6000000000"
"4375496636","3.6000000000"
"5029525594","3.6000000000"
"5067647428","3.6000000000"
"5516081814","3.6000000000"
"6106291030","3.6000000000"
"7198853624","3.6000000000"
"7358630018","3.6000000000"
"7500126174","3.6000000000"
"7703064692","3.6000000000"
"8589300397","3.6000000000"
"8965205906","3.6000000000"
"9521557660","3.6000000000"
"12893918213","3.5992366410"
"5003956763","3.5984555980"
"12382276334","3.5868725870"
"10657154643","3.5800000000"
"5140332158","3.5800000000"
"5816132223","3.5800000000"
"6249802707","3.5800000000"
"6300963347","3.5800000000"
"7935377214","3.5800000000"
"7986004475","3.5800000000"
"8147563408","3.5800000000"
"8476574247","3.5800000000"
"8552723245","3.5800000000"
"8610122536","3.5800000000"
"9363436148","3.5800000000"
"9725289895","3.5800000000"
"3722785424","3.5714285710"
"5678628993","3.5672268910"
"11803329033","3.5600000000"
"13036222674","3.5600000000"
"3647017501","3.5600000000"
"4397381332","3.5600000000"
"5690367902","3.5600000000"
"5914289359","3.5600000000"
"8229018279","3.5600000000"
"8886176135","3.5600000000"
"8957212602","3.5600000000"
"9586728257","3.5600000000"
"9830655414","3.5600000000"
"12893008605","3.5546558700"
"3488252741","3.5400000000"
"3521396571","3.5400000000"
"3860907449","3.5400000000"
"4837816091","3.5400000000"
"5215773911","3.5400000000"
"5941263615","3.5400000000"
"6368379561","3.5400000000"
"6716265511","3.5400000000"
"7057951213","3.5400000000"
"7360639566","3.5400000000"
"8201673711","3.5400000000"
"8487362151","3.5400000000"
"8587203405","3.5400000000"
"8616015387","3.5400000000"
"5583994811","3.5291666670"
"4373113207","3.5200000000"
"4620516469","3.5200000000"
"4642629203","3.5200000000"
"5028474013","3.5200000000"
"5307981340","3.5200000000"
"5459565205","3.5200000000"
"5465225347","3.5200000000"
"5882410880","3.5200000000"
"6809728071","3.5200000000"
"7585780552","3.5200000000"
"8664958871","3.5200000000"
"12277706754","3.5000000000"
"12412571563","3.5000000000"
"3437816776","3.5000000000"
"3459287580","3.5000000000"
"4567868868","3.5000000000"
"4942462682","3.5000000000"
"5079146602","3.5000000000"
"5379891328","3.5000000000"
"5845660280","3.5000000000"
"6272702003","3.5000000000"
"6279406877","3.5000000000"
"6722692103","3.5000000000"
"6907839104","3.5000000000"
"7236880666","3.5000000000"
"8408744905","3.5000000000"
"8491617830","3.5000000000"
"4281436885","3.4943396230"
"5564650233","3.4842519690"
"5354932311","3.4803149610"
"13196703974","3.4800000000"
"3629928686","3.4800000000"
"4161747134","3.4800000000"
"4733600732","3.4800000000"
"4751595925","3.4800000000"
"5032172516","3.4800000000"
"5052341075","3.4800000000"
"5273433233","3.4800000000"
"6095633507","3.4800000000"
"6215522900","3.4800000000"
"6849313907","3.4800000000"
"7012065923","3.4800000000"
"7287123594","3.4800000000"
"7892371292","3.4800000000"
"8084631711","3.4800000000"
"8495275628","3.4800000000"
"8646170532","3.4800000000"
"8921577578","3.4800000000"
"4763574191","3.4692307690"
"10053703034","3.4600000000"
"4736973814","3.4600000000"
"4801224837","3.4600000000"
"5956380805","3.4600000000"
"6340576433","3.4600000000"
"6946901845","3.4600000000"
"7054450817","3.4600000000"
"7425861358","3.4600000000"
"8918155991","3.4600000000"
"12143576166","3.4400000000"
"2999049224","3.4400000000"
"3627681183","3.4400000000"
"3825035703","3.4400000000"
"4743183444","3.4400000000"
"4801560427","3.4400000000"
"5357123491","3.4400000000"
"5920289173","3.4400000000"
"6411380421","3.4400000000"
"7521145978","3.4400000000"
"7622034108","3.4400000000"
"8026448058","3.4400000000"
"4088281204","3.4377682400"
"10270536464","3.4200000000"
"11920895013","3.4200000000"
"4328729913","3.4200000000"
"4877128768","3.4200000000"
"5911601461","3.4200000000"
"5947649803","3.4200000000"
"6621826551","3.4200000000"
"6648629457","3.4200000000"
"7198246948","3.4200000000"
"8178490084","3.4200000000"
"8267321210","3.4200000000"
"8455309721","3.4200000000"
"9633125766","3.4200000000"
"9732912473","3.4200000000"
"9969637164","3.4200000000"
"10124821225","3.4000000000"
"10249998364","3.4000000000"
"11617643563","3.4000000000"
"12823937005","3.4000000000"
"4289215378","3.4000000000"
"5902098420","3.4000000000"
"6226852017","3.4000000000"
"6300501644","3.4000000000"
"6350328925","3.4000000000"
"6792594754","3.4000000000"
"6794539977","3.4000000000"
"7146539585","3.4000000000"
"7664727482","3.4000000000"
"8097209231","3.4000000000"
"8380926104","3.4000000000"
"9277742312","3.4000000000"
"6242642418","3.3983739840"
"3699089579","3.3800000000"
"3810054574","3.3800000000"
"5130906896","3.3800000000"
"5245445672","3.3800000000"
"5526460224","3.3800000000"
"5541058845","3.3800000000"
"5611452609","3.3800000000"
"6004183559","3.3800000000"
"6319757818","3.3800000000"
"7541374876","3.3800000000"
"8424428827","3.3800000000"
"8484812859","3.3800000000"
"8716622241","3.3800000000"
"9317770917","3.3800000000"
"12276570315","3.3652173910"
"12020933633","3.3600000000"
"4931493432","3.3600000000"
"5363205423","3.3600000000"
"5641862023","3.3600000000"
"5769119862","3.3600000000"
"6012598017","3.3600000000"
"6157684615","3.3600000000"
"6416687735","3.3600000000"
"6490001399","3.3600000000"
"6811275923","3.3600000000"
"7760313026","3.3600000000"
"8236900278","3.3600000000"
"8548046708","3.3600000000"
"9737640625","3.3600000000"
"5455582932","3.3522727270"
"10838934973","3.3400000000"
"11971608074","3.3400000000"
"4337949901","3.3400000000"
"4526948676","3.3400000000"
"5621520605","3.3400000000"
"5912268467","3.3400000000"
"6304997355","3.3400000000"
"8522230898","3.3400000000"
"9209826160","3.3400000000"
"9434801897","3.3400000000"
"9586935224","3.3400000000"
"10340094005","3.3200000000"
"11673027224","3.3200000000"
"4260295122","3.3200000000"
"4265466447","3.3200000000"
"4945025836","3.3200000000"
"5023426388","3.3200000000"
"5101801222","3.3200000000"
"5579073175","3.3200000000"
"5825661459","3.3200000000"
"6041834062","3.3200000000"
"6471207533","3.3200000000"
"6866970306","3.3200000000"
"8069868772","3.3200000000"
"8967888670","3.3200000000"
"3337642103","3.3086419750"
"11082897705","3.3000000000"
"12836715003","3.3000000000"
"4391946048","3.3000000000"
"4573734018","3.3000000000"
"5318369391","3.3000000000"
"5512609909","3.3000000000"
"5672502803","3.3000000000"
"6079632868","3.3000000000"
"6291796040","3.3000000000"
"6680559525","3.3000000000"
"6865667129","3.3000000000"
"6981897920","3.3000000000"
"7548202460","3.3000000000"
"7700672030","3.3000000000"
"7834396986","3.3000000000"
"8031519344","3.3000000000"
"8322973249","3.3000000000"
"8387302863","3.3000000000"
"9659398278","3.3000000000"
"11086166076","3.2800000000"
"12816380173","3.2800000000"
"4184711791","3.2800000000"
"4729578673","3.2800000000"
"5030830413","3.2800000000"
"5127033299","3.2800000000"
"5206708965","3.2800000000"
"5995204968","3.2800000000"
"6444142351","3.2800000000"
"6937597827","3.2800000000"
"7547764246","3.2800000000"
"8298917863","3.2800000000"
"8541047953","3.2800000000"
"9086621277","3.2800000000"
"9726323401","3.2720000000"
"5010279097","3.2689075630"
"10655599784","3.2600000000"
"12330492194","3.2600000000"
"12788630734","3.2600000000"
"4323977167","3.2600000000"
"4981160522","3.2600000000"
"5005236579","3.2600000000"
"5539585646","3.2600000000"
"6381011947","3.2600000000"
"6408909511","3.2600000000"
"6660107279","3.2600000000"
"6868748154","3.2600000000"
"8193379879","3.2600000000"
"9675032717","3.2600000000"
"7123482247","3.2580645160"
"10408715786","3.2537313430"
"10533906564","3.2400000000"
"11902527296","3.2400000000"
"12682619933","3.2400000000"
"12989512873","3.2400000000"
"4557456762","3.2400000000"
"4987165854","3.2400000000"
"5921571324","3.2400000000"
"6760172457","3.2400000000"
"6894958520","3.2400000000"
"6935410837","3.2400000000"
"8207372644","3.2400000000"
"8772282000","3.2400000000"
"5900513019","3.2316602320"
"10314276135","3.2200000000"
"4542323058","3.2200000000"
"4842303128","3.2200000000"
"5026138416","3.2200000000"
"5356092090","3.2200000000"
"5879908897","3.2200000000"
"6210381577","3.2200000000"
"8240363350","3.2200000000"
"8643275693","3.2200000000"
"8717841410","3.2200000000"
"13276560083","3.2000000000"
"3482706595","3.2000000000"
"4136131472","3.2000000000"
"4281880002","3.2000000000"
"4843048363","3.2000000000"
"4922109288","3.2000000000"
"5066571585","3.2000000000"
"5360118581","3.2000000000"
"6273360207","3.2000000000"
"6669111911","3.2000000000"
"7481217984","3.2000000000"
"8486027818","3.2000000000"
"8986658663","3.2000000000"
"9085955167","3.2000000000"
"12965735905","3.1800000000"
"4406917423","3.1800000000"
"5040855662","3.1800000000"
"5075205526","3.1800000000"
"5214650735","3.1800000000"
"5723108521","3.1800000000"
"6333567508","3.1800000000"
"6868110990","3.1800000000"
"6995540661","3.1800000000"
"8467238180","3.1800000000"
"11944451643","3.1600000000"
"3589925544","3.1600000000"
"4067736860","3.1600000000"
"4652600104","3.1600000000"
"5246827285","3.1600000000"
"5467704373","3.1600000000"
"5618829039","3.1600000000"
"6100104774","3.1600000000"
"6191735552","3.1600000000"
"6571028091","3.1600000000"
"7341359052","3.1600000000"
"7591242800","3.1600000000"
"8148981356","3.1600000000"
"8254380270","3.1600000000"
"8435518163","3.1600000000"
"8670600555","3.1600000000"
"9195826668","3.1600000000"
"9536307250","3.1600000000"
"3240926995","3.1484375000"
"10864372176","3.1400000000"
"3699539878","3.1400000000"
"4202404174","3.1400000000"
"4582086726","3.1400000000"
"4979493912","3.1400000000"
"5987864177","3.1400000000"
"6021943274","3.1400000000"
"6109922367","3.1400000000"
"8152764264","3.1400000000"
"8156543755","3.1400000000"
"8266961231","3.1400000000"
"8281263977","3.1400000000"
"5589046662","3.1344537820"
"3664548641","3.1215686270"
"10208239954","3.1200000000"
"10804894696","3.1200000000"
"13042523904","3.1200000000"
"13255378043","3.1200000000"
"3425371223","3.1200000000"
"4809572333","3.1200000000"
"4864754515","3.1200000000"
"5176278265","3.1200000000"
"5590704113","3.1200000000"
"5706858082","3.1200000000"
"6047579133","3.1200000000"
"6527804569","3.1200000000"
"6582418637","3.1200000000"
"6932519097","3.1200000000"
"8056761129","3.1200000000"
"8129160337","3.1200000000"
"8536800170","3.1200000000"
"10602272313","3.1000000000"
"10609570083","3.1000000000"
"12626612584","3.1000000000"
"12899309364","3.1000000000"
"3015973424","3.1000000000"
"4593126957","3.1000000000"
"5143368697","3.1000000000"
"5250183455","3.1000000000"
"5974403907","3.1000000000"
"6696625151","3.1000000000"
"6948249567","3.1000000000"
"7520968610","3.1000000000"
"7693986854","3.1000000000"
"8039435442","3.1000000000"
"9093682547","3.1000000000"
"10116604143","3.0800000000"
"3359662128","3.0800000000"
"3617102785","3.0800000000"
"4491961485","3.0800000000"
"4761429801","3.0800000000"
"4867899444","3.0800000000"
"4969714039","3.0800000000"
"5115193359","3.0800000000"
"5223525504","3.0800000000"
"5260933475","3.0800000000"
"6104508040","3.0800000000"
"6250048696","3.0800000000"
"6338210961","3.0800000000"
"6439107119","3.0800000000"
"6867926575","3.0800000000"
"8253260683","3.0800000000"
"8565847545","3.0800000000"
"8733102851","3.0800000000"
"11403577283","3.0600000000"
"3431305644","3.0600000000"
"4383007820","3.0600000000"
"4850105788","3.0600000000"
"4876943348","3.0600000000"
"5458000924","3.0600000000"
"5815295661","3.0600000000"
"6060761361","3.0600000000"
"6181812275","3.0600000000"
"8005708131","3.0600000000"
"8124951690","3.0600000000"
"9766188655","3.0600000000"
"10838718774","3.0400000000"
"3263720175","3.0400000000"
"3321308714","3.0400000000"
"3904711682","3.0400000000"
"5218123691","3.0400000000"
"5329960963","3.0400000000"
"5633788395","3.0400000000"
"5972627544","3.0400000000"
"6671136435","3.0400000000"
"6959318659","3.0400000000"
"7548330816","3.0400000000"
"7969995368","3.0400000000"
"9459232387","3.0400000000"
"4335304419","3.0200000000"
"4414516665","3.0200000000"
"4615948555","3.0200000000"
"5479646341","3.0200000000"
"5717841095","3.0200000000"
"6021794037","3.0200000000"
"6518466029","3.0200000000"
"6953979425","3.0200000000"
"6971497024","3.0200000000"
"7453163014","3.0200000000"
"7526781566","3.0200000000"
"7542896986","3.0200000000"
"8072548302","3.0200000000"
"8331470149","3.0200000000"
"9089204842","3.0200000000"
"9098899158","3.0200000000"
"10838546955","3.0000000000"
"12044525214","3.0000000000"
"4723346787","3.0000000000"
"4771991539","3.0000000000"
"5218188823","3.0000000000"
"5440091902","3.0000000000"
"5622498540","3.0000000000"
"5737374844","3.0000000000"
"5786034294","3.0000000000"
"5996750151","3.0000000000"
"6281135899","3.0000000000"
"8976267501","3.0000000000"
"9425570317","3.0000000000"
"12274927193","2.9800000000"
"4956991827","2.9800000000"
"5169144673","2.9800000000"
"6858182534","2.9800000000"
"7402519316","2.9800000000"
"7681404078","2.9800000000"
"8007634384","2.9800000000"
"8151400613","2.9800000000"
"8688311915","2.9800000000"
"10016324794","2.9600000000"
"11913590004","2.9600000000"
"3357588876","2.9600000000"
"4286406568","2.9600000000"
"4870064087","2.9600000000"
"5698463243","2.9600000000"
"6775766604","2.9600000000"
"6804829908","2.9600000000"
"7897815844","2.9600000000"
"8299847304","2.9600000000"
"9908050493","2.9600000000"
"4020832533","2.9486166010"
"12758594775","2.9400000000"
"4932309592","2.9400000000"
"5204063512","2.9400000000"
"5559135240","2.9400000000"
"6638842709","2.9400000000"
"6830500351","2.9400000000"
"7556474634","2.9400000000"
"8223463984","2.9400000000"
"8563986596","2.9400000000"
"7208119980","2.9338521400"
"12633847193","2.9200000000"
"3218223446","2.9200000000"
"3710887216","2.9200000000"
"4453069241","2.9200000000"
"4465669054","2.9200000000"
"6408210773","2.9200000000"
"6694501209","2.9200000000"
"7395710342","2.9200000000"
"6849945228","2.9179687500"
"12186470506","2.9000000000"
"3715429501","2.9000000000"
"4236199952","2.9000000000"
"4971091773","2.9000000000"
"5469530975","2.9000000000"
"5649370618","2.9000000000"
"5823644068","2.9000000000"
"5988574543","2.9000000000"
"5999732346","2.9000000000"
"7141804343","2.9000000000"
"8132161360","2.9000000000"
"9144368303","2.9000000000"
"3781419322","2.8978723400"
"10521676086","2.8800000000"
"12923454185","2.8800000000"
"3179649855","2.8800000000"
"4367069947","2.8800000000"
"5170915466","2.8800000000"
"5311187352","2.8800000000"
"5490599661","2.8800000000"
"5561000398","2.8800000000"
"6065207696","2.8800000000"
"6812860936","2.8800000000"
"7122092993","2.8800000000"
"9812197286","2.8800000000"
"10128248563","2.8600000000"
"10500520233","2.8600000000"
"12912266335","2.8600000000"
"3930579113","2.8600000000"
"4033322131","2.8600000000"
"4297535685","2.8600000000"
"5653702857","2.8600000000"
"5668795950","2.8600000000"
"6062892973","2.8600000000"
"6092433561","2.8600000000"
"7005478889","2.8600000000"
"7117529219","2.8600000000"
"7246583832","2.8600000000"
"7381539666","2.8600000000"
"8098521993","2.8600000000"
"8842319020","2.8600000000"
"9083519636","2.8600000000"
"4299787720","2.8498023720"
"10691750555","2.8400000000"
"12816958564","2.8400000000"
"3583315023","2.8400000000"
"5379210063","2.8400000000"
"6320892865","2.8400000000"
"6916420878","2.8400000000"
"8366966088","2.8400000000"
"8396734122","2.8400000000"
"4734666961","2.8200000000"
"4901210888","2.8200000000"
"5149271412","2.8200000000"
"5609569195","2.8200000000"
"6135877141","2.8200000000"
"6874423527","2.8200000000"
"7556185878","2.8200000000"
"7734422826","2.8200000000"
"3469529939","2.8000000000"
"4956521693","2.8000000000"
"7068941889","2.8000000000"
"8182593817","2.8000000000"
"7532463480","2.7928286850"
"11057110163","2.7800000000"
"5003283158","2.7800000000"
"6061346837","2.7800000000"
"6210062524","2.7800000000"
"6879288904","2.7800000000"
"7192436890","2.7800000000"
"7633708420","2.7800000000"
"8403451337","2.7800000000"
"8728910927","2.7800000000"
"8909265380","2.7800000000"
"7344072960","2.7698744770"
"5118641893","2.7600000000"
"5322533709","2.7600000000"
"6178882861","2.7600000000"
"6324422954","2.7600000000"
"7812985864","2.7600000000"
"7820483368","2.7600000000"
"7879889838","2.7600000000"
"8002170390","2.7600000000"
"9382662040","2.7600000000"
"3878700690","2.7400000000"
"4211514567","2.7400000000"
"5012335397","2.7400000000"
"5263261013","2.7400000000"
"5754220740","2.7400000000"
"5901642116","2.7400000000"
"6058824138","2.7400000000"
"6111574885","2.7400000000"
"7173586391","2.7400000000"
"7361913318","2.7400000000"
"8459254855","2.7400000000"
"8479364057","2.7400000000"
"9494995600","2.7400000000"
"4477789338","2.7200000000"
"5295005655","2.7200000000"
"6864942042","2.7200000000"
"6867937233","2.7200000000"
"6924551254","2.7200000000"
"7005111650","2.7200000000"
"8531461869","2.7200000000"
"8586743266","2.7200000000"
"11367153336","2.7000000000"
"3590551873","2.7000000000"
"4783174196","2.7000000000"
"5893880541","2.7000000000"
"6982428911","2.7000000000"
"7734563104","2.7000000000"
"8215074237","2.7000000000"
"8729448612","2.7000000000"
"9248029519","2.7000000000"
"5880475570","2.6956521740"
"11425159465","2.6800000000"
"3861648412","2.6800000000"
"4626131441","2.6800000000"
"5111411754","2.6800000000"
"5162398156","2.6800000000"
"5203755303","2.6800000000"
"5418971855","2.6800000000"
"6554989029","2.6800000000"
"6868246166","2.6800000000"
"8689455432","2.6800000000"
"9387089233","2.6800000000"
"11925275803","2.6600000000"
"13291575674","2.6600000000"
"5694745216","2.6600000000"
"5827345790","2.6600000000"
"6059786344","2.6600000000"
"6208528782","2.6600000000"
"7616950966","2.6600000000"
"8230249635","2.6600000000"
"8235549337","2.6600000000"
"12032110574","2.6400000000"
"4565232312","2.6400000000"
"4836718842","2.6400000000"
"5110540070","2.6400000000"
"6296962313","2.6400000000"
"6343817087","2.6400000000"
"7959542546","2.6400000000"
"8319369964","2.6400000000"
"10406095776","2.6200000000"
"6073473868","2.6200000000"
"6280406572","2.6200000000"
"8667333526","2.6200000000"
"8078127133","2.6188679250"
"11435365925","2.6000000000"
"5222599467","2.6000000000"
"5369095478","2.6000000000"
"6096558457","2.6000000000"
"6346933640","2.6000000000"
"6838572151","2.6000000000"
"6971905222","2.6000000000"
"7151780093","2.6000000000"
"7383232724","2.6000000000"
"8078333220","2.6000000000"
"5147152978","2.5976095620"
"10238939436","2.5800000000"
"12031712185","2.5800000000"
"3591184129","2.5800000000"
"4573266245","2.5800000000"
"5805360253","2.5800000000"
"6215542986","2.5800000000"
"6929069239","2.5800000000"
"8217524401","2.5800000000"
"9524637688","2.5800000000"
"4573314147","2.5600000000"
"4642004278","2.5600000000"
"4996677282","2.5600000000"
"5266562897","2.5600000000"
"6223104346","2.5600000000"
"6724048499","2.5600000000"
"7819697028","2.5600000000"
"9651230522","2.5600000000"
"4270576961","2.5400000000"
"5409101281","2.5400000000"
"5644303578","2.5400000000"
"6024650797","2.5400000000"
"8583146942","2.5400000000"
"8604343265","2.5400000000"
"10411421606","2.5200000000"
"4159445902","2.5200000000"
"4889669313","2.5200000000"
"5004709068","2.5200000000"
"5621374631","2.5200000000"
"5636445745","2.5200000000"
"5960200024","2.5200000000"
"6294328198","2.5200000000"
"6812062788","2.5200000000"
"7938991482","2.5200000000"
"12439507093","2.5000000000"
"12952440214","2.5000000000"
"5072411175","2.5000000000"
"5493602442","2.5000000000"
"5620430600","2.5000000000"
"6015938306","2.5000000000"
"8675766145","2.5000000000"
"9298912586","2.5000000000"
"3744752110","2.4800000000"
"4871910775","2.4800000000"
"5319413177","2.4800000000"
"5858864133","2.4800000000"
"5941894437","2.4800000000"
"6340146486","2.4800000000"
"7177427229","2.4800000000"
"8013211059","2.4800000000"
"8317937019","2.4800000000"
"8699104416","2.4800000000"
"8731237129","2.4800000000"
"10785115855","2.4600000000"
"4897814885","2.4600000000"
"5119193300","2.4600000000"
"5346134105","2.4600000000"
"5550087163","2.4600000000"
"5564209652","2.4600000000"
"5668545266","2.4600000000"
"6422437813","2.4600000000"
"7708735292","2.4600000000"
"8039356416","2.4600000000"
"8532196494","2.4600000000"
"3561516939","2.4400000000"
"5268797415","2.4400000000"
"5914119796","2.4400000000"
"7547384258","2.4400000000"
"3339387387","2.4200000000"
"4866009712","2.4200000000"
"5392736832","2.4200000000"
"5415012877","2.4200000000"
"7495255120","2.4200000000"
"8092884510","2.4200000000"
"11359714186","2.4000000000"
"12099271596","2.4000000000"
"3343535739","2.4000000000"
"4095112467","2.4000000000"
"5020714258","2.4000000000"
"5424989067","2.4000000000"
"5850199057","2.4000000000"
"5858312093","2.4000000000"
"6096480589","2.4000000000"
"6469679863","2.4000000000"
"6917745987","2.4000000000"
"7136906983","2.4000000000"
"7897750494","2.4000000000"
"8140107150","2.4000000000"
"8281880253","2.4000000000"
"8933125503","2.4000000000"
"3504083604","2.3800000000"
"4472493392","2.3800000000"
"5865474554","2.3800000000"
"6497857295","2.3800000000"
"7517202292","2.3800000000"
"8415984918","2.3800000000"
"4506003922","2.3600000000"
"5107749210","2.3600000000"
"5790468384","2.3600000000"
"7722155622","2.3600000000"
"8591330227","2.3600000000"
"8635322862","2.3600000000"
"9717753449","2.3600000000"
"3763235915","2.3438735180"
"12387439244","2.3400000000"
"4258186896","2.3400000000"
"7550224002","2.3400000000"
"10404182556","2.3200000000"
"4773686738","2.3200000000"
"4970919913","2.3200000000"
"5133219451","2.3200000000"
