MOS,Predicted values
2.7000001072883606,3.1737141609191895
3.919999897480011,3.4238812923431396
3.059999942779541,3.57350492477417
2.680000066757202,2.9517197608947754
2.5999999046325684,2.2649614810943604
3.9399999380111694,3.8153910636901855
2.280000001192093,2.575340747833252
3.9399999380111694,3.495999574661255
4.079999923706055,3.7834033966064453
3.400000035762787,3.56322979927063
4.120000004768372,3.542811870574951
1.7399999499320984,2.184758424758911
3.700000047683716,3.857908248901367
3.319999873638153,3.393239974975586
1.940000057220459,3.281921148300171
3.5600000619888306,3.078054904937744
3.7599998712539673,3.272904872894287
3.8999998569488525,3.763713836669922
3.240000009536743,3.3966147899627686
2.160000056028366,2.263498544692993
2.9600000381469727,2.5567448139190674
3.4200000762939453,3.1628119945526123
2.6600000262260437,3.427929401397705
3.1600001454353333,3.6858315467834473
3.3399999141693115,3.320580005645752
3.35999995470047,3.436479330062866
2.57999986410141,2.680535316467285
2.6399999856948853,2.6480553150177
3.0000001192092896,2.7430710792541504
3.6000001430511475,3.650926351547241
2.3999999463558197,2.7631471157073975
3.880000114440918,4.070129871368408
4.000000059604645,3.8259358406066895
3.4400001168251038,3.746145248413086
2.8999999165534973,2.9556708335876465
3.959999978542328,3.96989107131958
4.239999949932098,4.0550923347473145
2.980000078678131,2.509467124938965
3.365217447280884,3.9067723751068115
3.4999999403953552,3.326157569885254
3.7200000882148743,3.51102876663208
3.2600000500679016,3.4855058193206787
4.21999990940094,3.8556954860687256
4.0355730056762695,3.367310047149658
4.239999949932098,4.3779497146606445
3.5868725180625916,3.298259973526001
2.3399999737739563,2.41044020652771
3.4999999403953552,3.2885549068450928
2.5,2.0818302631378174
2.160000056028366,2.618502140045166
3.880000114440918,3.832608222961426
1.8000000715255737,2.417367696762085
3.6800000071525574,3.9216785430908203
3.100000023841858,3.285433053970337
2.9199999570846558,2.830064296722412
3.240000009536743,3.2907609939575195
3.8999998569488525,3.657559871673584
2.939999997615814,2.4683616161346436
3.2600000500679016,3.4845142364501953
3.28000009059906,3.3893368244171143
2.840000092983246,2.7414700984954834
3.400000035762787,3.734698534011841
3.3000001311302185,3.1594040393829346
3.7200000882148743,3.2497785091400146
3.554655909538269,3.34682035446167
3.5992366075515747,3.6756105422973633
3.100000023841858,3.301722526550293
2.8600001335144043,2.5926125049591064
2.879999876022339,2.9162817001342773
2.5,3.0090558528900146
3.179999887943268,3.3084325790405273
3.240000009536743,3.299006938934326
3.5600000619888306,3.3724451065063477
3.1200000643730164,3.287256956100464
3.6800000071525574,2.945045232772827
3.6399999260902405,3.4228875637054443
3.4799998998641968,3.697763681411743
3.1200000643730164,3.3056812286376953
3.1999999284744263,2.9890809059143066
3.6000001430511475,3.606780767440796
4.099999964237213,3.807746171951294
2.6600000262260437,2.5593149662017822
